BEA_2017_Sector_Code,BEA_2017_Sector_Name,BEA_2017_Summary_Code,BEA_2017_Summary_Name,BEA_2017_Detail_Code,BEA_2017_Detail_Name,USEEIO_Code,USEEIO_Industry,NAICS_2017_Code,NAICS_2017_Name
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,2361,Residential Building Construction
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23611,Residential Building Construction
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23611,Residential Building Construction
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23611,Residential Building Construction
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23611,Residential Building Construction
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,236115,New Single-Family Housing Construction (except For-Sale Builders) 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,236116,New Multifamily Housing Construction (except For-Sale Builders) 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,236117,New Housing For-Sale Builders 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,236117,New Housing For-Sale Builders 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,236117,New Housing For-Sale Builders 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,236118,Residential Remodelers 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,2362,Nonresidential Building Construction
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",2362,Nonresidential Building Construction
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,2362,Nonresidential Building Construction
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,2362,Nonresidential Building Construction
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,2362,Nonresidential Building Construction
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,2362,Nonresidential Building Construction
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23621,Industrial Building Construction
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23621,Industrial Building Construction
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,236210,Industrial Building Construction 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,236210,Industrial Building Construction 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23622,Commercial and Institutional Building Construction
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23622,Commercial and Institutional Building Construction
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23622,Commercial and Institutional Building Construction
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23622,Commercial and Institutional Building Construction
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,236220,Commercial and Institutional Building Construction 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,236220,Commercial and Institutional Building Construction 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",236220,Commercial and Institutional Building Construction 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,236220,Commercial and Institutional Building Construction 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,237,Heavy and Civil Engineering Construction
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,237,Heavy and Civil Engineering Construction
23,Construction,23,Construction,2332C0,Transportation structures and highways and streets,2332C0,Transportation structures and highways and streets,237,Heavy and Civil Engineering Construction
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,2371,Utility System Construction
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23711,Water and Sewer Line and Related Structures Construction
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,237110,Water and Sewer Line and Related Structures Construction 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23712,Oil and Gas Pipeline and Related Structures Construction
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,237120,Oil and Gas Pipeline and Related Structures Construction 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23713,Power and Communication Line and Related Structures Construction
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,237130,Power and Communication Line and Related Structures Construction 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,2372,Land Subdivision
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,2372,Land Subdivision
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,2372,Land Subdivision
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,2372,Land Subdivision
23,Construction,23,Construction,2332C0,Transportation structures and highways and streets,2332C0,Transportation structures and highways and streets,2372,Land Subdivision
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",2372,Land Subdivision
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,2372,Land Subdivision
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,2372,Land Subdivision
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,2372,Land Subdivision
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,2372,Land Subdivision
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23721,Land Subdivision
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23721,Land Subdivision
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23721,Land Subdivision
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23721,Land Subdivision
23,Construction,23,Construction,2332C0,Transportation structures and highways and streets,2332C0,Transportation structures and highways and streets,23721,Land Subdivision
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23721,Land Subdivision
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23721,Land Subdivision
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23721,Land Subdivision
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23721,Land Subdivision
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23721,Land Subdivision
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,237210,Land Subdivision 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,237210,Land Subdivision 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,237210,Land Subdivision 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,237210,Land Subdivision 
23,Construction,23,Construction,2332C0,Transportation structures and highways and streets,2332C0,Transportation structures and highways and streets,237210,Land Subdivision 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",237210,Land Subdivision 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,237210,Land Subdivision 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,237210,Land Subdivision 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,237210,Land Subdivision 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,237210,Land Subdivision 
23,Construction,23,Construction,2332C0,Transportation structures and highways and streets,2332C0,Transportation structures and highways and streets,2373,"Highway, Street, and Bridge Construction"
23,Construction,23,Construction,2332C0,Transportation structures and highways and streets,2332C0,Transportation structures and highways and streets,23731,"Highway, Street, and Bridge Construction"
23,Construction,23,Construction,2332C0,Transportation structures and highways and streets,2332C0,Transportation structures and highways and streets,237310,"Highway, Street, and Bridge Construction "
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,2379,Other Heavy and Civil Engineering Construction
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23799,Other Heavy and Civil Engineering Construction
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,237990,Other Heavy and Civil Engineering Construction 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238,Specialty Trade Contractors
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238,Specialty Trade Contractors
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238,Specialty Trade Contractors
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238,Specialty Trade Contractors
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238,Specialty Trade Contractors
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238,Specialty Trade Contractors
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238,Specialty Trade Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238,Specialty Trade Contractors
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238,Specialty Trade Contractors
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238,Specialty Trade Contractors
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238,Specialty Trade Contractors
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238,Specialty Trade Contractors
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,2381,"Foundation, Structure, and Building Exterior Contractors"
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23811,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238110,Poured Concrete Foundation and Structure Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23812,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238120,Structural Steel and Precast Concrete Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23813,Framing Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23813,Framing Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23813,Framing Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23813,Framing Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23813,Framing Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23813,Framing Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23813,Framing Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23813,Framing Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23813,Framing Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23813,Framing Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23813,Framing Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23813,Framing Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238130,Framing Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238130,Framing Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238130,Framing Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238130,Framing Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238130,Framing Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238130,Framing Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238130,Framing Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238130,Framing Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238130,Framing Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238130,Framing Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238130,Framing Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238130,Framing Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23814,Masonry Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23814,Masonry Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23814,Masonry Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23814,Masonry Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23814,Masonry Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23814,Masonry Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23814,Masonry Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23814,Masonry Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23814,Masonry Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23814,Masonry Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23814,Masonry Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23814,Masonry Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238140,Masonry Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238140,Masonry Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238140,Masonry Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238140,Masonry Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238140,Masonry Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238140,Masonry Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238140,Masonry Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238140,Masonry Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238140,Masonry Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238140,Masonry Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238140,Masonry Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238140,Masonry Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",23815,Glass and Glazing Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,23815,Glass and Glazing Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,233240,Power and communication structures,233240,Power and communication structures,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,233262,Educational and vocational structures,233262,Educational and vocational structures,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,2332A0,"Commercial structures, including farm structures",2332A0,"Commercial structures, including farm structures",238150,Glass and Glazing Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,233411,Single-family residential structures,233411,Single-family residential structures,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,233412,Multifamily residential structures,233412,Multifamily residential structures,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,2334A0,Other residential structures,2334A0,Other residential structures,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,2332D0,Other nonresidential structures,2332D0,Other nonresidential structures,238150,Glass and Glazing Contractors 
23,Construction,23,Construction,230301,Nonresidential maintenance and repair,230301,Nonresidential maintenance and repair,23816,Roofing Contractors 
23,Construction,23,Construction,230302,Residential maintenance and repair,230302,Residential maintenance and repair,23816,Roofing Contractors 
23,Construction,23,Construction,233210,Health care structures,233210,Health care structures,23816,Roofing Contractors 
23,Construction,23,Construction,233230,Manufacturing structures,233230,Manufacturing structures,23816,Roofing Contractors 
